ack_id,plan_name_clean,sponsor_name,amt_mutual_funds,staged_total,gap_amt,gap_pct
20260723165513NAL0021319794001,HARVARD-WESTLAKE SCHOOL DEFINED CONTRIBUTION RETIREMENT PLAN,HARVARD-WESTLAKE SCHOOL,208388193.00,0.00,208388193.00,100.00
20260715123927NAL0002089363001,OWENSBORO HEALTH 403(B) SAFE HARBOR PLAN,"OWENSBORO HEALTH, INC.",208303401.00,0.00,208303401.00,100.00
20251010095541NAL0007902641001,"TOYOTA BOSHOKU AMERICA, INC. 401(K) PROFIT SHARING PLAN & TRUST","TOYOTA BOSHOKU AMERICA, INC.",208135714.00,0.00,208135714.00,100.00
20251010162734NAL0008479425001,BUTLER UNIVERSITY RETIREMENT PLAN,BUTLER UNIVERSITY,294527004.00,86706959.00,207820045.00,71.00
20260715105622NAL0002014515001,THE MARVIN COMPANIES PROFIT SHARING AND 401(K) PLAN,MARVIN LUMBER AND CEDAR COMPANY,207592024.00,0.00,207592024.00,100.00
20250903161215NAL0026257200001,"GREENMAN-PEDERSEN, INC. 401(K) PROFIT SHARING PLAN AND TRUST","GREENMAN-PEDERSEN, INC.",207076259.00,0.00,207076259.00,100.00
20250923131605NAL0002576723001,"THE COLONY GROUP, LLC 401(K) PROFIT SHARING PLAN","THE COLONY GROUP, LLC",206541752.00,0.00,206541752.00,100.00
20251015083145NAL0004346177001,59 WALL STREET CAPITAL ACCUMULATION PLAN,BROWN BROTHERS HARRIMAN & CO.,206150916.00,0.00,206150916.00,100.00
20250731182221NAL0003323091001,ASSOCIATION OF UNIVERSITY PHYSICIANS TDA PLAN,THE ASSOCIATION OF UNIVERSITY PHYSICIANS,206090669.00,0.00,206090669.00,100.00
20251013194646NAL0001893377001,HEWLETT PACKARD ENTERPRISE PUERTO RICO TAX SAVING CAPITAL ACCUMULATION PLAN,HEWLETT PACKARD ENTERPRISE,206038352.00,0.00,206038352.00,100.00
20251015145733NAL0004918321001,"INNOVA SOLUTIONS, INC. RETIREMENT SAVINGS PLAN","INNOVA SOLUTIONS, INC.",205295483.00,0.00,205295483.00,100.00
20251014093738NAL0003508272001,GREENHECK FAN CORPORATION 401(K) & SAVINGS PLAN,GREENHECK FAN CORPORATION,205181315.00,0.00,205181315.00,100.00
20251006163827NAL0003806977001,UCHEALTH 403(B) PLAN,UNIVERSITY OF COLORADO HEALTH,204841335.00,0.00,204841335.00,100.00
20260720144940NAL0014296802001,REECE USA 401(K) PLAN,"REECE, INC.",204493458.00,0.00,204493458.00,100.00
20251014170529NAL0004612880001,PATHWAY VET ALLIANCE LLC 401K PLAN,PATHWAY VET ALLIANCE LLC,204424338.00,0.00,204424338.00,100.00
20251014144753NAL0004278352001,PIEDMONT AIRLINES INC. EMPLOYEE SAVINGS PLAN,"PIEDMONT AIRLINES, INC.",204415859.00,0.00,204415859.00,100.00
20250805103347NAL0004383314001,PECHANGA DEVELOPMENT CORPORATION 401(K) PLAN,PECHANGA DEVELOPMENT CORPORATION,204337599.00,0.00,204337599.00,100.00
20251015085512NAL0002130003001,"ALKERMES, INC. 401(K) RETIREMENT SAVINGS PLAN","ALKERMES, INC.",204069044.00,0.00,204069044.00,100.00
20251011110012NAL0004720771003,MIDWEST PIPE TRADES RETIREMENT PLAN,BOARD OF TRUSTEES - MIDWEST PIPE TRADES RETIREMENT PLAN,203823161.00,0.00,203823161.00,100.00
20251013154835NAL0003537010001,VESUVIUS USA CORPORATION MASTER TRUST,VESUVIUS USA CORPORATION,203598584.00,0.00,203598584.00,100.00
20260627110517NAL0009069539001,"UGI UTILITIES, INC. SAVINGS PLAN","UGI UTILITIES, INC.",203564107.00,0.00,203564107.00,100.00
20251013103238NAL0001722544001,WILLIAMS INTERNATIONAL EMPLOYEES SAVINGS PLAN,WILLIAMS INTERNATIONAL,247415413.00,43933376.00,203482037.00,82.00
20250522084801NAL0004281264001,"ELECTRONIC THEATRE CONTROLS, INC. 401K RETIREMENT PLAN","ELECTRONIC THEATRE CONTROLS, INC.",203423656.00,0.00,203423656.00,100.00
20251013134048NAL0003036210001,INSTITUTE FOR DEFENSE ANALYSES TAX DEFERRED ANNUITY PLAN,INSTITUTE FOR DEFENSE ANALYSES,713502091.00,510206585.00,203295506.00,28.00
20251013095745NAL0002386594001,LUTZ FINANCIAL POOLED EMPLOYER PLAN,"NEWPORT GROUP, INC.",203292597.00,0.00,203292597.00,100.00
20260210175823NAL0003176800001,PLUMBERS AND PIPEFITTERS LOCAL UNION 520 ANNUITY PLAN,PLUMBERS AND PIPEFITTERS ANNUITY FUND LOCAL NO. 520,203192930.00,0.00,203192930.00,100.00
20260720195847NAL0007899411001,"LOWE ENTERPRISES, INC. AND CORALTREE HOSPITALITY GROUP LLC EMPLOYEE 401(K) PLAN","LOWE ENTERPRISES, INC.",202986988.00,0.00,202986988.00,100.00
20260721160533NAL0011446241001,DAKOTA GASIFICATION COMPANY 401(K) PLAN,DAKOTA GASIFICATION COMPANY,202417512.00,0.00,202417512.00,100.00
20260713130107NAL0000217441001,"BEST WESTERN INTERNATIONAL, INC. 401(K) INVESTMENT PLAN","BEST WESTERN INTERNATIONAL, INC.",202342459.00,0.00,202342459.00,100.00
20250918080716NAL0000555955001,RIVERBED TECHNOLOGY LLC 401(K) PLAN,RIVERBED TECHNOLOGY LLC,259855598.00,57659403.00,202196195.00,78.00
20251010091144NAL0004092227001,"ROHDE & SCHWARZ, INC. SAVINGS PLAN","ROHDE & SCHWARZ USA, INC.",201009158.00,0.00,201009158.00,100.00
20251015084736NAL0005714624001,AMERICAN COMMERCIAL BARGE LINE LLC 401(K) PLAN,AMERICAN COMMERCIAL BARGE LINE LLC,200668802.00,0.00,200668802.00,100.00
20251012131819NAL0000765490001,NATIONAL ACCOUNT SERVICE COMPANY 401(K) SAVINGS PLAN,NATIONAL ACCOUNT SERVICE COMPANY,200668327.00,0.00,200668327.00,100.00
20251008175542NAL0003476499001,"WELLS ENTERPRISES, INC. 401(K) PLAN","WELLS ENTERPRISES, INC.",200575276.00,0.00,200575276.00,100.00
20251009084219NAL0015022386001,ST. JOHN'S UNIVERSITY DEFINED CONTRIBUTION RETIREMENT PLAN,SAINT JOHN'S UNIVERSITY,992363454.00,791826551.00,200536903.00,20.00
20251015160834NAL0010217202001,NATIONAL HEALTHCARE CORPORATION 401(K) PLAN,NATIONAL HEALTH CORPORATION,200273706.00,0.00,200273706.00,100.00
20251013083043NAL0000403283001,ABS 401(K) SAVINGS PLAN,AMERICAN BUREAU OF SHIPPING,200144611.00,0.00,200144611.00,100.00
20251015152047NAL0002539955003,AMERICAN INSTITUTES FOR RESEARCH RETIREMENT PLAN,AMERICAN INSTITUTES FOR RESEARCH IN THE BEHAVIORAL SCIENCES,200096235.00,0.00,200096235.00,100.00
20251014161905NAL0003385409005,LEVI STRAUSS & CO. INVESTMENT PLAN MASTER TR - DC,LEVI STRAUSS & CO.,199735522.00,0.00,199735522.00,100.00
20251009103841NAL0003502691001,AVAYA INC. MASTER TRUST,AVAYA INC.,199478511.00,0.00,199478511.00,100.00
20251003113541NAL0000825731001,TOMPKINS RETIREMENT SAVINGS PLAN,TOMPKINS TRUST COMPANY,199169466.00,0.00,199169466.00,100.00
20251003095255NAL0001242225001,"WAYNE J. GRIFFIN ELECTRIC, INC. RETIREMENT SAVINGS PLAN","WAYNE J. GRIFFIN ELECTRIC, INC.",198902859.00,0.00,198902859.00,100.00
20260715122104NAL0003681920001,PRAIRIE FARMS DAIRY THRIFT INCENTIVE PLAN,"PRAIRIE FARMS DAIRY, INC.",198876381.00,0.00,198876381.00,100.00
20260713142403NAL0000461490001,BELLIN HEALTH 401(K) RETIREMENT PLAN,"BELLIN HEALTH SYSTEMS, INC.",198744920.00,0.00,198744920.00,100.00
20251015193402NAL0005739137001,PTC 401K SAVINGS PLAN,PTC INC.,198651709.00,0.00,198651709.00,100.00
20260716155134NAL0005706624001,GMO 401(K) PROFIT SHARING PLAN,"GRANTHAM, MAYO, VAN OTTERLOO & CO. LLC",198115471.00,0.00,198115471.00,100.00
20250905104138NAL0028746192001,AMEREN CORPORATION SAVINGS INVESTMENT PLAN,AMEREN CORPORATION,197609175.00,0.00,197609175.00,100.00
20260721162715NAL0016763858002,"FLAGLER SYSTEM, INC. EMPLOYEES' SAVINGS PLAN","FLAGLER SYSTEM, INC.",197555149.00,0.00,197555149.00,100.00
20251015155941NAL0002711827001,"DAVID EVANS ENTERPRISES, INC. RETIREMENT PLAN","DAVID EVANS ENTERPRISES, INC.",196772889.00,0.00,196772889.00,100.00
20251006083007NAL0005680704001,WURTH 401(K) PLAN,WURTH GROUP OF NORTH AMERICA INC,196410607.00,0.00,196410607.00,100.00
20260717151938NAL0004721779001,MINERALS TECHNOLOGIES INC. SAVINGS AND INVESTMENT PLAN,MINERALS TECHNOLOGIES INC.,196341725.00,0.00,196341725.00,100.00
20260713084357NAL0003829505001,THE TAUBMAN COMPANY AND RELATED ENTITIES EMPLOYEE RETIREMENT SAVINGS PLAN,THE TAUBMAN COMPANY LLC,196163966.00,0.00,196163966.00,100.00
20260701103150NAL0017364656001,"CROWE & DUNLEVY, A PROFESSIONAL CORPORATION, PROFIT SHARING AND THRIFT PLAN","CROWE & DUNLEVY, A PROFESSIONAL CORPORATION",195975889.00,0.00,195975889.00,100.00
20251001125638NAL0014280112001,RHODE ISLAND SCHOOL OF DESIGN RETIREMENT PLAN,RHODE ISLAND SCHOOL OF DESIGN,217947952.00,22270669.00,195677283.00,90.00
20251013092010NAL0000919857001,"NOVOZYMES NORTH AMERICA, INC. 401(K) SAVINGS PLAN","NOVOZYMES NORTH AMERICA, INC.",194820409.00,0.00,194820409.00,100.00
20251014204644NAL0004887856001,FERRING PHARMACEUTICALS INC. 401(K) SAVINGS PLAN,FERRING PHARMACEUTICALS INC.,225293920.00,30562450.00,194731470.00,86.00
20251010084523NAL0007822017001,"AXIS SPECIALTY U.S. SERVICES, INC. 401(K) PLAN","AXIS SPECIALTY U.S. SERVICES, INC.",194609146.00,0.00,194609146.00,100.00
20251015163747NAL0002645219001,STETSON UNIVERSITY DEFINED CONTRIBUTION PLAN,STETSON UNIVERSITY INC.,194709289.00,121205.00,194588084.00,100.00
20260721073935NAL0010361521001,DOMINO'S PIZZA 401(K) SAVINGS PLAN,DOMINO'S PIZZA LLC,194574079.00,0.00,194574079.00,100.00
20251013163650NAL0001718785001,UNIVERSITY HEALTH PHYSICIANS 403(B) RETIREMENT PLAN,UNIVERSITY HEALTH PHYSICIANS,194550434.00,0.00,194550434.00,100.00
20260716102026NAL0003141459001,RUMPKE 401(K) RETIREMENT PLAN,"RUMPKE CONSOLIDATED COMPANIES, INC.",194060327.00,0.00,194060327.00,100.00
20251015135101NAL0002398067001,UNIVERSITY OF LA VERNE 403(B) RETIREMENT SAVINGS PLAN,UNIVERSITY OF LA VERNE,205176167.00,11217889.00,193958278.00,95.00
20260115135138NAL0016465521001,MCKESSON CORPORATION 401(K) RETIREMENT SAVINGS PLAN,MCKESSON CORPORATION - DELAWARE,193610210.00,0.00,193610210.00,100.00
20251013091637NAL0000409427001,MADISON SQUARE GARDEN 401(K) SAVINGS PLAN,"MSG ENTERTAINMENT HOLDINGS, LLC",309435716.00,115925242.00,193510474.00,63.00
20251013122617NAL0000591859001,PHILIP MORRIS INTERNATIONAL DEFERRED PROFIT-SHARING PLAN,PMI GLOBAL SERVICES INC.,193042142.00,0.00,193042142.00,100.00
20260710093912NAL0001188961001,WIN WASTE INNOVATIONS 401(K) PLAN,"WHEELABRATOR TECHNOLOGIES, INC.",192577964.00,0.00,192577964.00,100.00
20251014121913NAL0002745617001,LOYOLA UNIVERSITY RETIREMENT PLAN,LOYOLA UNIVERSITY NEW ORLEANS,192399514.00,0.00,192399514.00,100.00
20251015102859NAL0004583569001,SYRACUSE UNIVERSITY VOLUNTARY RETIREMENT PLAN,SYRACUSE UNIVERSITY,646136384.00,453843000.00,192293384.00,30.00
20251015174849NAL0005297553001,"COX, CASTLE & NICHOLSON LLP RETIREMENT PLAN","COX, CASTLE & NICHOLSON LLP",192165178.00,0.00,192165178.00,100.00
20251014120428NAL0005743890001,VISTRA THRIFT PLAN,VISTRA OPERATIONS COMPANY LLC,192164336.00,0.00,192164336.00,100.00
20260701133049NAL0024035090001,RETIREMENT TARGET 2035 SEPARATE ACCOUNT,PRINCIPAL LIFE INSURANCE COMPANY,192139157.00,0.00,192139157.00,100.00
20260714144636NAL0001688225001,"EXTRA SPACE MANAGEMENT, INC. 401(K) PLAN","EXTRA SPACE MANAGEMENT, INC.",192007550.00,0.00,192007550.00,100.00
20251013174359NAL0003757010001,"HUNT COMPANIES BUSINESS SERVICES, LLC 401K PLAN","HUNT COMPANIES BUSINESS SERVICES, LLC",191953479.00,0.00,191953479.00,100.00
20251007163411NAL0002608483001,MATRIX SERVICE COMPANY 401(K) SAVINGS PLAN,MATRIX SERVICE COMPANY,191910054.00,0.00,191910054.00,100.00
20260521161626NAL0001843331001,BRINKER INTERNATIONAL 401(K) SAVINGS PLAN,"BRINKER INTERNATIONAL PAYROLL COMPANY, L.P.",486376641.00,294744753.00,191631888.00,39.00
20260507153959NAL0003096353001,THE SUNDT COMPANIES 401(K) PLAN,"THE SUNDT COMPANIES, INC.",191589427.00,0.00,191589427.00,100.00
20251015142743NAL0004833361001,"CARDIOLOGY CONSULTANTS OF PHILADELPHIA, P.C. 401(K) PROFIT SHARING PLAN","CARDIOLOGY CONSULTANTS OF PHILADELPHIA, P.C.",191438766.00,0.00,191438766.00,100.00
20251014131954NAL0006143634001,"CRB GROUP, INC 401(K) PLAN","CRB GROUP, INC.",191175381.00,0.00,191175381.00,100.00
20251006092433NAL0003415745001,NXP 401(K) RETIREMENT PLAN,"NXP USA, INC.",190935964.00,0.00,190935964.00,100.00
20251021154723NAL0001192577001,CIMPRESS USA INCORPORATED 401(K) PLAN,CIMPRESS USA INCORPORATED,236492842.00,45651148.00,190841694.00,81.00
20250917153352NAL0000320131001,CAIS MULTIPLE EMPLOYER PLAN,"CONNECTICUT ASSOCIATION OF INDEPENDENT SCHOOLS, INC",199449158.00,8774274.00,190674884.00,96.00
20260708015551NAL0016835651001,"WILLIAMS-SONOMA, INC. 401(K) PLAN","WILLIAMS-SONOMA, INC.",190624336.00,0.00,190624336.00,100.00
20251015120749NAL0004799249001,NEXTEP 401(K) RETIREMENT SAVINGS PLAN,NEXTEP INC.,203580317.00,13379863.00,190200454.00,93.00
20250924154914NAL0008352768001,SUB-ZERO GROUP EMPLOYEES' PROFIT SHARING AND 401(K) SAVINGS PLAN,"SUB-ZERO GROUP, INC.",190141745.00,0.00,190141745.00,100.00
20250915102238NAL0000650019001,CENTIMARK CORPORATION 401(K) PLAN,CENTIMARK CORPORATION,223134284.00,33038695.00,190095589.00,85.00
20250804141811NAL0000767235001,"DRAGADOS USA, INC. 401(K) PLAN",DRAGADOS USA GROUP,189752719.00,0.00,189752719.00,100.00
20260414090706NAL0018246801001,PLUMBERS & PIPEFITTERS LU 286 MONEY PURCHASE PLAN,PLUMBERS & PIPEFITTERS LU 286 MONEY PURCHASE PLAN,189443727.00,0.00,189443727.00,100.00
20251010071234NAL0012043024001,ZEUS 401(K) PLAN,ZEUS COMPANY LLC,189132216.00,0.00,189132216.00,100.00
20260115173617NAL0023591970001,GENSLER PROFIT SHARING PLAN,"M. ARTHUR GENSLER JR. & ASSOCIATES, INC.",340408053.00,151550856.00,188857197.00,55.00
20260624152035NAL0006456803001,WOLVERINE EMPLOYEE SAVINGS & RETIREMENT PLAN,"WOLVERINE TRADING, LLC",188798423.00,0.00,188798423.00,100.00
20250711155635NAL0004794051001,MACALESTER COLLEGE 403(B) RETIREMENT PLAN,MACALESTER COLLEGE,210354609.00,22039952.00,188314657.00,90.00
20260722101606NAL0012023153001,"J. J. KELLER & ASSOCIATES, INC. EMPLOYEES' 401K SAVINGS AND RETIREMENT PLAN","J. J. KELLER & ASSOCIATES, INC",188307763.00,0.00,188307763.00,100.00
20250703130700NAL0000748577001,MTO 401(K) PROFIT SHARING PLAN,MUNGER TOLLES & OLSON,188040406.00,0.00,188040406.00,100.00
20251010095823NAL0007907553001,LOYOLA UNIVERSITY MARYLAND RETIREMENT PLAN,LOYOLA UNIVERSITY MARYLAND,340924796.00,152970066.00,187954730.00,55.00
20251010204341NAL0008631313001,LOCAL NO. 8 IBEW RETIREMENT PLAN & TRUST,BOARD OF TRUSTEES LOCAL NO. 8 IBEW RETIREMENT PLAN & TRUST,187918940.00,0.00,187918940.00,100.00
20250904120557NAL0016103841001,PARK DENTAL PARTNERS 401(K) PLAN,"PARK DENTAL PARTNERS, INC.",187862823.00,0.00,187862823.00,100.00
20260701105907NAL0013821217001,CMT PROFIT SHARING/401(K) PLAN,CRAWFORD MURPHY & TILLY INC,187771567.00,0.00,187771567.00,100.00
20251015122219NAL0002399779001,PROVIDENCE ADMINISTRATIVE CONSULTING SERVICES INC 401(K) PROFIT SHARING PLAN AND TRUST,PROVIDENCE ADMINISTRATIVE CONSULTING SERVICES INC,187233679.00,0.00,187233679.00,100.00
20260724141442NAL0011977251001,AURORA FLIGHT SCIENCES CORPORATION 401(K) PLAN,AURORA FLIGHT SCIENCES CORPORATION,187076677.00,0.00,187076677.00,100.00
20251008170020NAL0003162547001,BI WORLDWIDE SAVINGS PLAN,"SCHOENECKERS, INC. DBA BI WORLDWIDE",187008448.00,0.00,187008448.00,100.00
20251015145006NAL0006647680002,UFCW LOCAL UNION 1189 AND ST. PAUL FOOD EMPLOYERS DEFINED CONTRIBUTION PLAN,TRUSTEES OF UFCW LOCAL UNION 1189 AND ST. PAUL FOOD EMPLOYERS DEF CONT,217906102.00,30906102.00,187000000.00,86.00
20251002145427NAL0000636625001,"MILEONE AUTOGROUP, INC. 401(K) PLAN","MILEONE AUTOGROUP, INC.",186924531.00,0.00,186924531.00,100.00
20251014135734NAL0001462243001,GROOM LAW GROUP PROFIT SHARING PLAN,"GROOM LAW GROUP, CHARTERED",186871114.00,0.00,186871114.00,100.00
20251015151934NAL0004970145001,DISCOVERY ENERGY 401(K) MASTER TRUST,"DISCOVERY ENERGY, LLC",186868423.00,0.00,186868423.00,100.00
20250806181856NAL0003081267001,GRAY RETIREMENT SAVINGS PLAN,"GRAY CONSTRUCTION, INC",186049142.00,0.00,186049142.00,100.00
20251010125312NAL0018590690001,MASTER TRUST FOR VARIOUS EMPLOYEE BENEFITS OF SHEARMAN & STERLING LLP,SHEARMAN & STERLING LLP,185831258.00,0.00,185831258.00,100.00
20260723113929NAL0013461969003,L & L PRODUCTS EMPLOYEES' PROFIT SHARING PLAN AND TRUST,"L & L PRODUCTS, INC.",185593953.00,0.00,185593953.00,100.00
20260630155414NAL0013005777001,"CROWN CORK & SEAL COMPANY, INC. 401(K) RETIREMENT SAVINGS PLAN","CROWN CORK & SEAL COMPANY, INC.",185564910.00,0.00,185564910.00,100.00
20251013172622NAL0000859091001,APACHE CORPORATION MONEY PURCHASE RETIREMENT PLAN,APACHE CORPORATION,185439040.00,0.00,185439040.00,100.00
20251003183327NAL0000960147001,GEP ADMINISTRATIVE SERVICES SAVINGS & PROFIT SHARING 401(K) PLAN,"GEP ADMINISTRATIVE SERVICES, LLC",185392048.00,0.00,185392048.00,100.00
20250924125618NAL0009245891001,"SCHNITZER STEEL INDUSTRIES, INC. RETIREMENT PLAN","SCHNITZER STEEL INDUSTRIES, INC.",185277249.00,0.00,185277249.00,100.00
20251010093056NAL0007440961001,ROPER ST. FRANCIS HEALTHCARE 403(B) PLAN,ROPER ST. FRANCIS HEALTHCARE,606523191.00,421549784.00,184973407.00,30.00
20251014135500NAL0001459731001,SPOTIFY USA INC. 401(K) PROFIT SHARING PLAN AND TRUST,"SPOTIFY USA, INC.",184973136.00,0.00,184973136.00,100.00
20251015113118NAL0002329043003,VANDALIA HEALTH SYSTEM 403(B) PLAN,"CHARLESTON AREA MEDICAL CENTER HEALTH SYSTEM, INC.",214421075.00,29606368.00,184814707.00,86.00
20251015091455NAL0008484674001,NWN CAROUSEL 401(K) PLAN,CAROUSEL INDUSTRIES OF NORTH AMERICA,184764942.00,0.00,184764942.00,100.00
20250915154829NAL0000775859001,"WOLVERINE WORLD WIDE, INC. 401(K) RETIREMENT SAVINGS PLAN I","WOLVERINE WORLD WIDE, INC.",184756514.00,0.00,184756514.00,100.00
20250930154155NAL0011881137001,HAMPTON LUMBER RETIREMENT PLAN,"HAMPTON RESOURCES, INC.",184680839.00,0.00,184680839.00,100.00
20251002111511NAL0000267635001,"ENLINK MIDSTREAM OPERATING, LP 401(K) TRUST","ENLINK MIDSTREAM OPERATING, LP",184546342.00,0.00,184546342.00,100.00
20250917110943NAL0000534194001,METSO RETIREMENT SAVINGS PLAN,METSO USA INC.,184223773.00,0.00,184223773.00,100.00
20250929152541NAL0011477345001,ONITY GROUP INC. 401(K) SAVINGS PLAN,OCWEN FINANCIAL CORPORATION,183749259.00,0.00,183749259.00,100.00
20251009073359NAL0010973216001,"MERCK & CO., INC. MASTER RETIREMENT TRUST","MERCK & CO., INC.",183599773.00,0.00,183599773.00,100.00
20250731154246NAL0005492513001,ARETE ASSOCIATES 401(K) PROFIT SHARING PLAN,ARETE ASSOCIATES,183521267.00,0.00,183521267.00,100.00
20251015102556NAL0002142851001,HEXCEL CORPORATION MASTER TRUST,HEXCEL CORPORATION,183508863.00,0.00,183508863.00,100.00
20260624134539NAL0006410899001,IONA UNIVERSITY DEFINED CONTRIBUTION RETIREMENT PLAN,IONA UNIVERSITY,183288589.00,0.00,183288589.00,100.00
20251010101149NAL0007491633001,DANAHER CORPORATION & SUBSIDIARIES SAVINGS PLAN,DANAHER CORPORATION,195376120.00,12580181.00,182795939.00,94.00
20250729143515NAL0001706755001,ARMSTRONG & TEASDALE 401(K) PLAN,ARMSTRONG TEASDALE LLP,182519645.00,0.00,182519645.00,100.00
20260612094152NAL0006859841001,THE CULINARY INSTITUTE OF AMERICA DEFINED CONTRIBUTION PLAN,THE CULINARY INSTITUTE OF AMERICA,182430371.00,0.00,182430371.00,100.00
20251014115846NAL0001313763001,"SOFTWARE AG, LLC PROFIT SHARING PLAN","SAG, LLC.",214175880.00,31986591.00,182189289.00,85.00
20251015011150NAL0005082864001,PORTLAND GENERAL ELECTRIC COMPANY 401K PLAN,PORTLAND GENERAL ELECTRIC COMPANY,181883514.00,0.00,181883514.00,100.00
20260701133148NAL0017544832001,RETIREMENT TARGET 2040 SEPARATE ACCOUNT,PRINCIPAL LIFE INSURANCE COMPANY,181874325.00,0.00,181874325.00,100.00
20251218170324NAL0002684051001,NFL PLAYER SECOND CAREER SAVINGS PLAN MASTER TRUST,SAVINGS BOARD OF THE NFL PLAYER SECOND CAREER SAVINGS PLAN,181596623.00,0.00,181596623.00,100.00
20251013171742NAL0001658993001,PACIFIC LUTHERAN UNIVERSITY 403(B) RETIREMENT PLAN,PACIFIC LUTHERAN UNIVERSITY,181166168.00,0.00,181166168.00,100.00
20251013115400NAL0000568323001,BALFOUR BEATTY CONSTRUCTION GROUP 401(K) AND PROFIT SHARING PLAN,"BALFOUR BEATTY CONSTRUCTION GROUP, INC.",181123272.00,0.00,181123272.00,100.00
20251010213934NAL0019537394001,ROCKWELL AUTOMATION INC DEFINED CONTRIBUTION MASTER TRUST,ROCKWELL AUTOMATION CORPORATION,391016219.00,210265504.00,180750715.00,46.00
20250930121945NAL0019404130001,BWXT MASTER TRUST,BWXT INVESTMENT COMPANY,38000455.00,-142548419.87,180548874.87,475.00
20260630133339NAL0012858625001,"M/I HOMES, INC. 401(K) PROFIT SHARING PLAN","M/I HOMES, INC.",180504992.00,0.00,180504992.00,100.00
20251001142521NAL0021121746002,B. F. SAUL COMPANY EMPLOYEES' 401(K) RETIREMENT PLAN,B. F. SAUL COMPANY AND SUBSIDIARIES,180244580.00,0.00,180244580.00,100.00
20251015103338NAL0002151443001,ALLIANT ENERGY CORPORATION 401(K) SAVINGS PLAN,"ALLIANT ENERGY CORPORATE SERVICES, INC.",340357976.00,160254977.00,180102999.00,53.00
20251010071022NAL0007308897001,SACRED HEART UNIVERSITY DEFINED CONTRIBUTION PLAN,SACRED HEART UNIVERSITY INCORPORATED,237350934.00,57465409.00,179885525.00,76.00
20251015090837NAL0005618336001,YAGEO GROUP EMPLOYEES' SAVINGS PLAN,KEMET ELECTRONICS CORPORATION,179794345.00,0.00,179794345.00,100.00
20251008165241NAL0003445123001,CASCADE CORPORATION SAVINGS AND INVESTMENT PLAN,CASCADE CORPORATION,179771629.00,0.00,179771629.00,100.00
20251027074128NAL0005292195001,SMC CORPORATION RETIREMENT SAVINGS PLAN,SMC CORPORATION OF AMERICA,179615699.00,0.00,179615699.00,100.00
20251002113024NAL0000386449001,N.A.N.I PHYSICIANS SERVICES PROFIT SHARING AND RETIREMENT SAVING PLAN,NEPHROLOGY ASSOCIATES OF NORTHERN ILLINOIS AND INDIANA,179476612.00,0.00,179476612.00,100.00
20260630073010NAL0010434979001,"EGON ZEHNDER INTERNATIONAL, INC. 401(K) PROFIT SHARING PLAN",EGON ZEHNDER INTERNATIONAL INC.,179407361.00,0.00,179407361.00,100.00
20251015174416NAL0002823715001,JOHN BEAN TECHNOLOGIES CORPORATION DEFINED CONTRIBUTION MASTER TRUST,JBT AEROTECH CORPORATION,179301597.00,0.00,179301597.00,100.00
20260630140329NAL0015746224001,GIBRALTAR 401(K) PLAN,GIBRALTAR STEEL CORPORATION OF NEW YORK,179297837.00,0.00,179297837.00,100.00
20260227140301NAL0000187923001,PLUMBERS & PIPEFITTERS LOCAL 9 SURETY PLAN,PLUMBERS AND PIPEFITTERS LOCAL 9 SURETY FUND,179213372.00,0.00,179213372.00,100.00
20250923123354NAL0007999603001,DEVEREUX DEFINED CONTRIBUTION RETIREMENT PLAN,DEVEREUX,400387396.00,221201632.00,179185764.00,45.00
20251014112802NAL0002755745001,"G-III APPAREL GROUP, LTD. 401(K) PLAN","G-III APPAREL GROUP, LTD",179109622.00,0.00,179109622.00,100.00
20250930080650NAL0005380899004,METAL LATHERS LOCAL 46 ANNUITY FUND,BOARD OF TRUSTEES OF METAL LATHERS LOCAL 46 ANNUITY FUND,178522332.00,0.00,178522332.00,100.00
20250912120807NAL0003572450001,O.C. TANNER RETIREMENT & SAVINGS PLAN,O.C. TANNER COMPANY,178496551.00,0.00,178496551.00,100.00
20250925081507NAL0008304801001,LEK CONSULTING 401(K) PLAN,L.E.K. CONSULTING LLC,178259107.00,0.00,178259107.00,100.00
20251003142515NAL0001507073001,OMYA INDUSTRIES INC. 401(K) SAVINGS PLAN,OMYA INDUSTRIES INC.,177835431.00,0.00,177835431.00,100.00
20260717082459NAL0004122627001,HUDSON RIVER TRADING LLC 401(K) PLAN,HUDSON RIVER TRADING LLC,177544715.00,0.00,177544715.00,100.00
20251014194556NAL0007287618001,KYNDRYL 401K PLAN,"KYNDRYL, INC.",177225253.00,0.00,177225253.00,100.00
20251013202902NAL0001937553002,SOUTHERN GRAPHICS INC. SAVINGS PLAN,SOUTHERN GRAPHICS INC.,176950135.00,0.00,176950135.00,100.00
20251013123707NAL0000609123001,CENOVUS NON-REPRESENTED 401(K) PLAN,LIMA REFINING COMPANY,176913001.00,0.00,176913001.00,100.00
20251015162051NAL0006744704001,UNIVISION SAVINGS TAX ADVANTAGE RETIREMENT PLAN,UNIVISION COMMUNICATIONS INC.,176792133.00,0.00,176792133.00,100.00
20251124101150NAL0001742769001,FIRST BANK 401(K) PLAN,FIRST BANK,176719015.00,0.00,176719015.00,100.00
20250815092727NAL0029887442001,BROWN ADVISORY 401(K) PLAN,BROWN INVESTMENT ADVISORY & TRUST COMPANY,176670873.00,0.00,176670873.00,100.00
