issuer_name,investment_description,asset_type,par_value,cost,current_value,units_or_shares,page_number,row_id,pdf_name,pdf_stem,sponsor_ein,plan_number,plan_year,sponsor,plan_name
,FIDELITY JAPANSMALLER COMPANIES (1),Mutual Fund,,,"1,687,787",,46,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY LARGECAP STOCK (1),Mutual Fund,,,"111,038",,46,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY LEVERAGEDCOMPANY STOCK (1),Mutual Fund,,,"908,009",,46,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY LIMITEDTERM BOND FUND (1),Mutual Fund,,,"35,194",,46,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY MACROOPPORTUNITIES FUND (1),Mutual Fund,,,"18,846",,46,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY MEGA CAPSTOCK FUND (1),Mutual Fund,,,"958,588",,46,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY MID CAPVALUE (1),Mutual Fund,,,"1,524,680",,46,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY MULTI ASSETINDEX FUND (1),Mutual Fund,,,"492,185",,46,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY MULTI-ASSETINCOME FUND (1),Mutual Fund,,,"5,353,264",,46,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY NATURALRESOURCES FUND (1),Mutual Fund,,,"1,292,122",,46,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY NEW MARKETSINCOME (1),Mutual Fund,,,"97,646",,46,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY NEWMILLENNIUM (1),Mutual Fund,,,"4,681,955",,46,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY NORDIC (1),Mutual Fund,,,"357,530",,46,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY PACIFICBASIN (1),Mutual Fund,,,"232,189",,46,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY REAL ESTATEINCOME (1),Mutual Fund,,,"1,666,331",,46,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY REAL ESTATEINVESTMENT (1),Mutual Fund,,,"2,599,051",,46,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY RISKPARITY FUND (1),Mutual Fund,,,"20,663",,46,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECT MEDTECHNOLOGY & DEVICES (1),Mutual Fund,,,"2,749,189",,46,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTAUTOMOTIVE (1),Mutual Fund,,,"55,836",,46,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTBANKING PORTFOLIO (1),Mutual Fund,,,"7,729,736",,46,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTBIOTECHNOLOGY (1),Mutual Fund,,,"11,987,582",,47,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTBROKERAGE & INVS MGT (1),Mutual Fund,,,"7,539,752",,47,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTCHEMICALS (1),Mutual Fund,,,"186,571",,47,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTCNSMER DSCRTNRY PORT (1),Mutual Fund,,,"2,639,347",,47,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTCOMM SERVICES PORT (1),Mutual Fund,,,"4,325,624",,47,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTCONSTRUCTN & HOUSING (1),Mutual Fund,,,"1,903,972",,47,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTCONSUMER STPLES PORT (1),Mutual Fund,,,"1,538,177",,47,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTDEFENSE & AEROSPACE (1),Mutual Fund,,,"1,678,041",,47,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTENERGY (1),Mutual Fund,,,"12,304,006",,47,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTFINANCIALS PORT (1),Mutual Fund,,,"4,257,967",,47,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTFINTECH PORTFOLIO (1),Mutual Fund,,,"58,801",,47,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTGOLD (1),Mutual Fund,,,"11,403,914",,47,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTHEALTH CARE (1),Mutual Fund,,,"4,940,178",,47,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTHEALTH CARE SRVC (1),Mutual Fund,,,"854,064",,47,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTINDUSTRIALS PORT (1),Mutual Fund,,,"2,209,682",,47,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTINSURANCE (1),Mutual Fund,,,"2,900,323",,47,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTLEISURE (1),Mutual Fund,,,"723,108",,47,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTMATERIALS PORTFOLIO (1),Mutual Fund,,,"836,832",,47,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTPHARMACEUTICAL (1),Mutual Fund,,,"2,953,126",,47,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTRETAILING (1),Mutual Fund,,,"2,644,202",,47,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTSEMICONDUCTORS PORT (1),Mutual Fund,,,"114,346,374",,47,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTSOFTWARE & IT SRVC (1),Mutual Fund,,,"8,269,085",,47,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTTECH HARDWARE PORT (1),Mutual Fund,,,"507,139",,47,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTTECHNOLOGY (1),Mutual Fund,,,"36,175,342",,47,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTTELECOMM (1),Mutual Fund,,,"37,984",,47,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTTRANSPORT (1),Mutual Fund,,,"380,879",,47,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTUTILITIES PORTFOLIO (1),Mutual Fund,,,"3,524,129",,47,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SELECTWIRELESS PORTFOLIOS (1),Mutual Fund,,,"25,450",,47,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SHORT TERMBOND (1),Mutual Fund,,,"35,190",,47,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SHORT TERMBOND INDEX FUND (1),Mutual Fund,,,"195,246",,47,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY SMALL CAPSTOCK (1),Mutual Fund,,,"358,540",,47,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY STOCKSELECTOR FUND (1),Mutual Fund,,,"110,001",,47,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY STRATEGICDIVIDEND & INCOME (1),Mutual Fund,,,"95,083",,47,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY STRATEGICREAL RETURN (1),Mutual Fund,,,"195,867",,47,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY TACTICALBOND FD (1),Mutual Fund,,,"126,199",,47,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY TELECOM ANDUTILITIES FUND (1),Mutual Fund,,,"598,247",,47,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY TOTAL INT'LEQUITY FUND (1),Mutual Fund,,,"336,204",,47,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY TOTAL INTLINDEX FUND (1),Mutual Fund,,,"36,236",,47,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY TREASURYMONEY MARKET FUND (1),Mutual Fund,,,"222,157",,47,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY TREASURYONLY MONEY MARKET FD (1),Mutual Fund,,,578,,47,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY TREND (1),Mutual Fund,,,"1,674,326",,47,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY US LOWVOLATILITY EQUITY FD (1),Mutual Fund,,,"183,678",,47,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY WATERSUSTAINABILITY FUND (1),Mutual Fund,,,"538,227",,47,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY WOMEN'SLEADERSHIP FUND (1),Mutual Fund,,,"196,174",,47,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY WORLDWIDE (1),Mutual Fund,,,"626,457",,47,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY ZERO EXTNDMARKET INDEX FUND (1),Mutual Fund,,,"2,039,162",,47,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY ZEROINTERNATIONAL INDEX (1),Mutual Fund,,,"2,213,770",,47,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY ZEROLARGE CAP INDEX FUND (1),Mutual Fund,,,"7,113,674",,47,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITY ZEROTOTAL MARKET INDEX (1),Mutual Fund,,,"13,975,621",,47,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIDELITYINFRASTRUCTURE FUND (1),Mutual Fund,,,"807,542",,47,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIMM GOVT INST (1),Mutual Fund,,,"283,961,391",,48,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIMM MMKT INST (1),Mutual Fund,,,"1,302,896,894",,48,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIMM TREASURY ONLYPORTFOLIO: CL I (1),Mutual Fund,,,"1,515,217",,48,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FINANCIALS ULTRASECTOR PRO FD INVS,Mutual Fund,,,"70,515",,48,4,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRST EAGLE GLOBALINCOME BUILDER CL A,Mutual Fund,,,"4,185",,48,5,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRST EAGLE GOLDFUND CL I,Mutual Fund,,,"279,424",,48,6,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRST EAGLE GOLDFUND CLASS C,Mutual Fund,,,"3,454",,48,7,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRST EAGLE US VALUEFD CLASS I,Mutual Fund,,,"13,996",,48,8,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRST EAGLEGLOBAL CLASS A,Mutual Fund,,,"45,219",,48,9,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRST EAGLEGLOBAL CLASS I,Mutual Fund,,,"276,958",,48,10,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRST EAGLEGOLD CLASS A,Mutual Fund,,,"2,394,053",,48,11,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRST EAGLEOVERSEAS CLASS A,Mutual Fund,,,"55,679",,48,12,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRST EAGLEOVERSEAS CLASS I,Mutual Fund,,,"422,097",,48,13,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRST EAGLEUS VALUE CLASS A,Mutual Fund,,,"90,413",,48,14,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRST FOUNDATIONTOTAL RETURN FUND Y,Mutual Fund,,,"226,648",,48,15,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRST TRUST ALTEROPPORTUNITIES CL I,Mutual Fund,,,"440,260",,48,16,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRST TRUST WCMFOCUSED GLOBAL GRWTH,Mutual Fund,,,"14,023",,48,17,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRSTHAND TECHNOLOGYOPPORTUNITIES FUND,Mutual Fund,,,"8,136",,48,18,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FIRSTHANDALTERNATIVE ENERGY,Mutual Fund,,,"3,388",,48,19,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FMI COMMON STOCKFUND,Mutual Fund,,,"563,583",,48,20,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FMI INTERNATIONAL,Mutual Fund,,,"692,288",,48,21,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FMI INTERNATIONALFUND INSTITUTIONAL,Mutual Fund,,,"15,223",,48,22,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FMI LARGE CAP FUND,Mutual Fund,,,"4,781",,48,23,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FORESTER VALUE FUND,Mutual Fund,,,"2,867",,48,24,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FPA CRESCENT FUND,Mutual Fund,,,"906,589",,48,25,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FPA QUEENS ROAD SMCAP VALUE INVSTR,Mutual Fund,,,"30,135",,48,26,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN BIOTECHDISCOVERY FUND A,Mutual Fund,,,"54,906",,48,27,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN DYNATECHCLASS C,Mutual Fund,,,"49,558",,48,28,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN DYNATECHFUND A,Mutual Fund,,,"323,245",,48,29,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN FLOATING RTDAILY ACCESS CL A,Mutual Fund,,,"1,000",,48,30,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN GOLD ANDPRECIOUS METALS CL A,Mutual Fund,,,"904,469",,48,31,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN INCOME CL A,Mutual Fund,,,"59,289",,48,32,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN INCOMECLASS A1,Mutual Fund,,,"3,997",,48,33,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN MANAGEDINCOME FUND CL A,Mutual Fund,,,"2,361",,48,34,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN MUTUALBEACON FUND CLASS A,Mutual Fund,,,"4,256",,48,35,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN MUTUALINTERNATL VALUE A,Mutual Fund,,,790,,48,36,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN MUTUALSHARES FD CLASS A,Mutual Fund,,,"44,409",,48,37,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN NATURALRESOURCES A,Mutual Fund,,,"1,207",,48,38,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN S&P 500INDEX FUND CL A,Mutual Fund,,,"1,362",,48,39,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN SMALL-MIDCAP GROWTH A,Mutual Fund,,,"10,594",,48,40,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN UTILITIESCL A,Mutual Fund,,,"42,070",,48,41,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN UTILITIESCLASS A1,Mutual Fund,,,"9,359",,48,42,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRANKLIN UTILITIESCLASS C,Mutual Fund,,,"12,896",,48,43,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FRONTIER MFG COREINFRASTRUCTURE SERV,Mutual Fund,,,195,,48,44,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FROST CREDIT FUNDINVESTOR,Mutual Fund,,,"11,870",,48,45,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FROST TOTAL RETURNBOND FD INVESTOR,Mutual Fund,,,"17,193",,48,46,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FULLERTHALER BEHVSM CAP GROWTH INSTL,Mutual Fund,,,"462,566",,48,47,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FULLERTHALER BEHVSMALL CAP EQTY INV,Mutual Fund,,,"34,678",,48,48,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,FULLERTHALER BEHVSMALL CAP GROWTH INV,Mutual Fund,,,"97,083",,48,49,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GABELLI EQUITYINCOME FUND AAA,Mutual Fund,,,392,,48,50,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GABELLI GOLD FUND CLA,Mutual Fund,,,"21,012",,49,1,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GABELLI GOLD FUND CLAAA,Mutual Fund,,,"426,771",,49,2,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
,GABELLI SMALL CAPGROWTH FUND CL I,Mutual Fund,,,"73,667",,49,3,Fidelity_401K _5500.pdf,Fidelity_401K _5500,,001,2024,,
